product_name,description,seller_description,seller_website,main_category,software_product_id,overview,categories,name_clean,description_clean
DATA LEGAL DRIVE,"With DATA LEGAL DRIVE, supervise the progress of your compliance, map your processing operations in a guided way and build up your GDPR record of processing operations step by step.","DATA LEGAL DRIVE is a company that specializes in providing digital solutions for data protection compliance, particularly for GDPR (General Data Protection Regulation). The company offers a comprehensive platform designed to help organizations manage and ensure their compliance with data protection regulations. The platform is equipped with tools and features for monitoring data protection practices, conducting audits, and maintaining records of processing activities. By streamlining and automating data protection processes, DATA LEGAL DRIVE aims to minimize risks and enhance the overall efficiency of compliance management.",https://en.datalegaldrive.com/,Data Subject Access Request (DSAR) Software,data-legal-drive,"With DATA LEGAL DRIVE, supervise the progress of your compliance, map your processing operations in a guided way and build up your GDPR record of processing operations step by step.",,"[""Data Subject Access Request (DSAR)""]",
CX Blogging Hub,The CX Blogging Hub application provides a content manager the tools to easily create and publish content on SAP Commerce via SmartEdit on a scheduled moment.,"delaware is a global consulting company that delivers advanced solutions and services to organizations striving for a sustainable, competitive advantage. As an SAP and Microsoft Gold Partner, delaware focuses on advisory, implementation, optimization, and support for businesses transitioning into the digital age. Their expertise spans across key areas such as ERP, business analytics, Customer Experience, and advanced infrastructure solutions. delaware's commitment to innovation, coupled with a deep understanding of industries, helps businesses around the world increase efficiency, drive growth, and embrace change.",https://www.delaware.co.uk/,SAP Store Software,cx-blogging-hub,The CX Blogging Hub application provides a content manager the tools to easily create and publish content on SAP Commerce via SmartEdit on a scheduled moment.,"Bristol, England","[""SAP Store""]",
DARTS,A cloud based solution for Aviation Leasing Companies to track projects globally. Eliminates usage of Excel and file sharing softwares.,"AirFleet Managers is a comprehensive aviation services provider dedicated to supporting airline operations and aircraft management. Their offerings include customized fleet management solutions, technical support, maintenance oversight, and regulatory compliance assistance. The company's expertise aids in optimizing the performance and efficiency of airline fleets, ensuring safety and operational excellence.",https://www.airfleetmanagers.com/,Aviation Software,darts,A cloud based solution for Aviation Leasing Companies to track projects globally. Eliminates usage of Excel and file sharing softwares.,,"[""Aviation MRO""]",
CustomsNow,"CustomsNow offers the industry's leading technology at the industry's best value. Our innovative solutions utilize a SaaS-based platform, which provides best-in-class technology, a highly secure environment, robust features and capabilities and is easily integrated with internal systems.","CustomsNow is a service provider of innovative customs clearance solutions designed to simplify the process of importing goods into the United States. Catering to importers of all sizes, CustomsNow offers a robust and user-friendly direct filing system that allows importers to take control of their customs entries and ISF filings. This not only reduces dependency on third-party brokers but can also lead to significant cost savings and increased efficiency in managing the customs clearance process.By utilizing CustomsNow's cutting-edge software and services, companies can ensure compliance with U.S. Customs and Border Protection (CBP) regulations, while their team of experienced customs professionals provides support and guidance to navigate the complex landscape of international trade. Their website, http://www.customsnow.com/, offers additional resources, including detailed information about their services, customer testimonials, and a blog with valuable insights into trade and customs topics. Whether you're a small business new to importing or a large corporation looking to streamline your customs operations, CustomsNow is equipped to assist you in achieving smoother, faster, and more cost-effective imports.",https://www.customsnow.com/,Global Trade Management Software,customsnow,"CustomsNow offers the industry's leading technology at the industry's best value. Our innovative solutions utilize a SaaS-based platform, which provides best-in-class technology, a highly secure environment, robust features and capabilities and is easily integrated with internal systems.",,"[""Global Trade Management""]",
Cybermatrix Point of Sale,Point of Sale is an application for managing retail sales transactions and product inventory control that runs on any Windows PC with a receipt printer.,"CyberMatrix is a software company that provides a wide array of business-oriented software solutions designed to improve efficiency and productivity in various operational aspects. Their product portfolio includes appointment scheduling, project management, employee scheduling, and custom software solutions tailored to unique business needs. Their tools are crafted to cater to the needs of diverse industries such as healthcare, education, IT, and others, making them versatile for organizations of all sizes.",https://www.cybermatrix.com/,POS Software,cybermatrix-point-of-sale,Point of Sale is an application for managing retail sales transactions and product inventory control that runs on any Windows PC with a receipt printer.,"Vernon, BC","[""Retail POS""]",
CYDAS,CYDAS is a Talent Management Service that improves the performance of people and organizations.,"CYDAS Inc. is a Japanese technology company specializing in the development of software solutions that enhance productivity and communication in business environments. Their focus lies primarily in providing innovative tools that streamline project management, data analysis, and team collaboration. CYDAS Inc. offers products that are designed to help organizations effectively manage their workflow and optimize their operational efficiencies.",https://www.cydas.co.jp/,Core HR Software,cydas,CYDAS is a Talent Management Service that improves the performance of people and organizations.,"Tokyo, Japan","[""Core HR""]",
Cutting Master,"Design pattern maker for tailoring which helps the tailoring community in the product of clothing, especially cutting masters.","CuttingMaster.in is a specialized vendor that focuses on providing high-quality cutting tools and equipment. Their offerings cater to various industries requiring precision cutting services and products. With a commitment to innovation and customer satisfaction, CuttingMaster.in supplies a broad range of cutting solutions designed to meet the diverse needs of their clients. The website serves as a gateway to explore their product catalog, learn about their industry applications, and access customer support and service information.",https://www.cuttingmaster.in/,Apparel Software,cutting-master,"Design pattern maker for tailoring which helps the tailoring community in the product of clothing, especially cutting masters.",,"[""Apparel Design""]",
PlatoForms,PlatoForms is a powerful and easy-to-use online PDF tool that lets you convert your PDF into Web Forms that your customers can easily fill out using a web browser. The online PDF Form offers features that lets you fill once to generate multiple PDF files as well as complete your PDF in a workflow. It is widely used by businesses to make PDF effortlessly shareable and fillable to their customers online.,"Dapeng Ni is the founder of PlatoForms, a platform that enables users to convert PDFs into online forms easily. PlatoForms allows businesses and individuals to streamline their document workflow by transforming static PDF documents into dynamic forms that can be filled out and submitted online. Users can benefit from features such as form collaboration, team management, and integration options with various third-party applications, enhancing productivity and efficiency.",https://www.platoforms.com/,PDF Editors,dapeng-ni-platoforms,PlatoForms is a powerful and easy-to-use online PDF tool that lets you convert your PDF into Web Forms that your customers can easily fill out using a web browser. The online PDF Form offers features that lets you fill once to generate multiple PDF files as well as complete your PDF in a workflow. It is widely used by businesses to make PDF effortlessly shareable and fillable to their customers online.,,"[""Online Form Builder"",""PDF Editor""]",
D2DLink,"D2DLink® enables you to quickly, accurately and efficiently move your OE parts inventory.","OEConnection (OEC) is a technology solutions provider for OEM distribution networks, serving over 30,000 dealerships and repair customers worldwide. OEC's comprehensive suite of solutions focuses on helping automotive dealerships, repair facilities, and automakers increase operational efficiency and enhance customer satisfaction. The company offers a range of services, including parts ordering, supply chain management, and performance insights that streamline the buying and selling processes of automotive parts. Their innovative tools are designed to optimize inventory, manage operational workflow, and ultimately drive profitability.",https://www.oeconnection.com/,Automotive Software,d2dlink,"D2DLink® enables you to quickly, accurately and efficiently move your OE parts inventory.","Fairlawn, US","[""Car Dealer""]",
Dash0,"Dash0 is the only OpenTelemetry Native observability platform built with developers in mind. With granular, resource-centric monitoring, Dash0 provides real-time visibility across your applications and infrastructure. Its simple, transparent pricing and seamless integration with open standards like Perses, PromQL, and Kubernetes make it a breeze to use. Dash0 helps you quickly spot issues and optimize performance with actionable insights from logs, traces, and metrics, all in one place.","Dash0 is a technology vendor specializing in innovative solutions for software development and deployment. Their offerings focus on streamlining processes and enhancing productivity for developers and teams. With a commitment to quality and efficiency, Dash0 aims to empower businesses to optimize their software workflows and improve overall performance. For more information, visit their website at www.dash0.com.",https://www.dash0.com/,Monitoring Software,dash0,"Dash0 is the only OpenTelemetry Native observability platform built with developers in mind. With granular, resource-centric monitoring, Dash0 provides real-time visibility across your applications and infrastructure. Its simple, transparent pricing and seamless integration with open standards like Perses, PromQL, and Kubernetes make it a breeze to use. Dash0 helps you quickly spot issues and optimize performance with actionable insights from logs, traces, and metrics, all in one place.",New York,"[""Application Performance Monitoring (APM)"",""IT Alerting"",""Cloud Infrastructure Monitoring"",""Observability Solution Suites"",""Container Monitoring"",""Log Analysis"",""Website Monitoring"",""Data Observability""]",
Cyberhealth365,"Designed to replace the traditional, paper-based records, Cyberhealth365's clinical management solution manage all patient-related information and work flows at a single facility, such as a doctor's office or clinic.","Cyberhealth365 is a digital health platform that aims to integrate technology into healthcare management, offering tools and services to improve patient care and medical processes. Their services likely include telemedicine, electronic health records, and digital health monitoring solutions, designed to enhance communication between patients and healthcare providers and streamline healthcare delivery.",https://www.cyberhealth365.com/,Health Care Software,cyberhealth365,"Designed to replace the traditional, paper-based records, Cyberhealth365's clinical management solution manage all patient-related information and work flows at a single facility, such as a doctor's office or clinic.",,"[""Medical Practice Management""]",
Data Contamination Defense,"HUMAN Data Contamination Defense is a behavior-based solution helping marketers ensure their crucial business decisions are powered by accurate data. Data Contamination Defense uses behavioral profiles, machine learning models, and real-time sensor data to filter out bot traffic. The value of first party data has grown exponentially and HUMAN helps protect the accuracy of that valuable asset. With Data Contamination Defense, marketers can better optimize spending, protect against compliance risks, strengthen product and pricing plans, and create more engaging online experiences for their users. HUMAN Data Contamination Defense gives teams peace of mind and sets them up for success.","HUMAN is a leading cybersecurity company committed to protecting the integrity of the digital world. We ensure that every digital interaction, transaction, and connection is authentic, secure, and human. HUMAN verifies 20 trillion digital interactions, providing unparalleled telemetry data to enable rapid, effective responses to the most sophisticated threats. Recognized by our customers as a G2 Leader, HUMAN continues to set the standard in cybersecurity. For more information, visit www.humansecurity.com",https://www.humansecurity.com/,Other Digital Advertising Software,data-contamination-defense,"HUMAN Data Contamination Defense is a behavior-based solution helping marketers ensure their crucial business decisions are powered by accurate data. Data Contamination Defense uses behavioral profiles, machine learning models, and real-time sensor data to filter out bot traffic. The value of first party data has grown exponentially and HUMAN helps protect the accuracy of that valuable asset. With Data Contamination Defense, marketers can better optimize spending, protect against compliance risks, strengthen product and pricing plans, and create more engaging online experiences for their users. HUMAN Data Contamination Defense gives teams peace of mind and sets them up for success.","New York, NY","[""Other Digital Advertising""]",
Dashly,"Dashly is a customer communication platform for your SaaS business. It helps acquire customers with data collecting forms, nurture them with personalized automated messages and manage (segment) the leads to return the hottest ones.","Dashly is a comprehensive customer communication platform designed to streamline the way enterprises engage with their clients across various channels. This versatile tool offers features that allow businesses to capture leads, automate customer interactions, and provide real-time support, which enhances customer experience and drives growth. With its intuitive interface, Dashly integrates seamlessly into existing workflows, making it an ideal choice for organizations looking to improve their customer engagement strategies.",https://www.dashly.app/,Conversational Marketing Software,dashly,"Dashly is a conversational marketing platform. It helps over 700 SaaS and EdTech companies grow conversions and revenue by turning each interaction with clients into a person-to-person conversation. Put it on another level with call scheduling and video calls. With proactive messaging, a chatbot, and pop-up windows you can generate more leads and qualify them. The leads are collected in eCRM and segmented - that's how you start email marketing. Manage both manual and triggered communication - these are available with live chat messages, pop-up windows and emails. Features: - Capture leads using chatbot made in easy-to-use Chatbot Builder; - Store and manage them in eCRM; - Track your visitors' actions; - Make the best offers using pop-up; - Integrate with your favorite services; - Have all visitors' messages in one admin panel; - Respond your visitors in Live chat for perfect support; - Increase conversions with triggered emails; - Analyze your performance building funnels.","Wilmington, Delaware","[""Marketing Automation"",""Conversational Marketing""]",
CycColossus,CycColossus is a software tool for case and investigation management for economic crime departments.,"Geoff Smith Associates (GSA) is a specialized company focusing on providing software solutions and services primarily to law enforcement agencies, local government bodies, and other organizations that handle secure and sensitive data. Their offerings range from case management systems to more complex data analysis and intelligence software. Distinctly recognized for their emphasis on compliance and security, GSA's solutions aim to enhance operational efficiencies while rigorously protecting data integrity.",https://www.gsaltd.com/,Public Safety Software,cyccolossus,CycColossus is a software tool for case and investigation management for economic crime departments.,"Leicester , GB","[""Other Law Enforcement""]",
EX3,EX3 is an engineering analysis program for underground excavations in rock.,"Rocscience is a reputable software company that specializes in developing high-quality geotechnical tools for engineering professionals. Founded in 1996, the company has consistently offered a wide array of advanced engineering applications used for analysis and design in the field of geotechnics, such as slope stability, excavation design, soil settlement, and 3D analysis. Their tools are designed to enhance accuracy, efficiency, and reliability in geotechnical engineering projects, making Rocscience a trusted name among engineering consultants, firms, and educational institutions worldwide. Explore their comprehensive suite of software solutions and learn more about their offerings at [https://www.rocscience.com/](https://www.rocscience.com/).",https://www.rocscience.com/,Mining Software,ex3,"EX3 (formerly Examine3D) is the newly revamped stress analysis software for quickly analyzing large, complex 3D underground models. EX3 uses the Boundary Element Method (BEM) – an efficient approach to elastic stress analysis that requires simpler discretization and meshing, since only surface meshes are implemented. The program comes with several exciting features including 3D modeling, geometry import and creation, geometry repairs tools, multiple staging for excavation and backfill, automatic surface meshing, and creation of field points for stress computation. EX3 includes several innovative new tools including an improved surface meshing feature that lets users define mesh more precisely around areas of interest. It also includes a new “Grouping” function to help analyze mining sequences by allowing users to define the model with sequential stopes much easier. With its combination of speed and simplicity, EX3 is the ideal tool for quickly performing complex stress analyses of underground mines.","Toronto, ON","[""Mining""]",
ezvetpro,"Ezvetpro is a cloud-based comprehensive veterinary practice management software that supports marketing, analysis and accounting functions and helps veterinarians improve practice revenues.","ezOfficeSystems is a company specializing in providing comprehensive office management solutions designed to streamline business operations. Their offerings include software products that integrate various office functions, optimizing efficiency and productivity for businesses of all sizes. With a focus on user-friendly interfaces and customizable features, ezOfficeSystems aims to enhance workflow management, document handling, and overall organizational efficiency.",https://www.ezofficesystems.com/,Veterinary Software,ezvetpro,"Ezvetpro is a cloud-based comprehensive veterinary practice management software that supports marketing, analysis and accounting functions and helps veterinarians improve practice revenues.",,"[""Veterinary Practice Management""]",
EventManager Online,We are a Hamburg company founded in 2009 which specializes in ticketing and event solutions in the B2B area. We offer you a suitable solution from ticketing for small events to complete solutions for companies and major events such as trade fairs or festivals.,"EMO EventManager Online GmbH is a company specializing in providing comprehensive event management software solutions. Their platform, accessible at https://www.eventmanager-online.com/, offers tools designed to assist event organizers in efficiently managing various aspects of events, such as registration, ticketing, attendee management, and event marketing. The software aims to streamline the planning process, improve communication with attendees, and enhance overall event experiences. EMO's solutions are suitable for a wide range of events, from corporate gatherings to large public events.",https://www.eventmanager-online.com/,Event Management Software,eventmanager-online,We are a Hamburg company founded in 2009 which specializes in ticketing and event solutions in the B2B area. We offer you a suitable solution from ticketing for small events to complete solutions for companies and major events such as trade fairs or festivals.,,"[""Event Planning"",""Event Registration & Ticketing""]",
ewiz commerce,"ewiz commerce is the world's first AI-powered B2B eCommerce platform which allows you to digitize all your business functions at speed and scale. Built, managed, and hosted by Powerweave, you save time and money as you don't have to chase or coordinate with multiple parties to get things done.","Powerweave Software Services is a technology solutions company that offers a range of services including digital marketing, web development, software solutions, and IT consulting. They specialize in catering to the unique needs of businesses across various sectors by providing integrated and innovative solutions aimed at enhancing digital presence and streamlining business processes. With a focus on customer satisfaction, Powerweave combines the latest technology with expert knowledge to deliver cost-effective and efficient solutions. Their website, https://www.powerweave.com, provides detailed information about their services, client testimonials, and case studies that demonstrate their expertise and success in helping businesses achieve their technology goals.",https://www.powerweave.com/,E-Commerce Software,ewiz-commerce,"ewiz commerce eCommerce Cloud is a leading AI-powered eCommerce platform that allows you to digitize all your business functions at speed and scale. Trusted by more than 500 happy customers, ewiz commerce is the perfect eCommerce platform for small to large enterprises.","Mumbai, Maharashtra","[""E-Commerce Platforms""]",
Facilitron,"Facilitron enables school districts, colleges, and municipalities to manage, showcase, and monetize their facility availability and utilization while transforming the customer experience for community renters. The Facilitron platform accommodates both internal and external reservation requests and transforms how facility owners manage their facilities by organizing all facility scheduling, calendars and communications into one place. A streamlined online application and approval process saves administrators valuable time and makes any work flow easy and manageable. Facilitron helps school districts find solutions to optimizing building use, building rentals, and facility maintenance – all while saving costs, generating additional revenue and providing needed services for the local community.","Facilitron is an online platform that specializes in the management and reservation of facility spaces for schools, municipalities, and other organizations. The platform streamlines the scheduling process by providing tools for community members to book spaces for events and activities while allowing facility managers to oversee usage efficiently. Facilitron's comprehensive solution includes features like real-time availability, integrated payment systems, and detailed reporting, all designed to enhance the utilization and administration of facilities.",https://www.facilitron.com/,Asset Management Software,facilitron,"Facilitron enables school districts, colleges, and municipalities to manage, showcase, and monetize their facility availability and utilization while transforming the customer experience for community renters. The Facilitron platform accommodates both internal and external reservation requests and transforms how facility owners manage their facilities by organizing all facility scheduling, calendars and communications into one place. A streamlined online application and approval process saves administrators valuable time and makes any work flow easy and manageable. Facilitron helps school districts find solutions to optimizing building use, building rentals, and facility maintenance – all while saving costs, generating additional revenue and providing needed services for the local community.",,"[""Facility Management""]",
FarmWizard Beef Manager,Farmwizard is a provider of agricultural software for the effective management of farm resources across livestock supply chains.,"FarmWizard is a cloud-based farm management software solution designed to streamline operations for livestock farmers. It offers tools for breeding, dairy, and beef herd management, enabling users to track animal data, optimize breeding cycles, and improve overall farm productivity. The platform provides features such as real-time data access, analytics, and reporting to support informed decision-making and enhance farm efficiency.",https://www.farmwizard.co.uk/,Agriculture Software,farmwizard-beef-manager,Farmwizard is a provider of agricultural software for the effective management of farm resources across livestock supply chains.,,"[""Livestock Management""]",
ezOne.work,"One-stop cloud native enterprise R&D collaboration and efficiency platform Simple Cloud (ezOne.work) is built by a team of R&D efficiency experts. It not only provides enterprise-level cloud-native DevOps toolsets, but also integrates years of R&D practice to provide consulting, training, and private deployment services. SaaS version is free to use, unlimited functions, unlimited number of people","ezOnework is a platform designed to streamline freelance work management by connecting businesses with skilled professionals. It offers a user-friendly interface where businesses can post projects, and freelancers can find opportunities that match their skill sets. The platform emphasizes ease of use and efficiency, enabling effective collaboration and communication between parties. With features that support project management, secure payments, and real-time updates, ezOnework aims to enhance productivity and ensure successful project completion.",https://ezone.work/,DevOps Software,ezone-work,"One-stop cloud native enterprise R&D collaboration and efficiency platform Simple Cloud (ezOne.work) is built by a team of R&D efficiency experts. It not only provides enterprise-level cloud-native DevOps toolsets, but also integrates years of R&D practice to provide consulting, training, and private deployment services. SaaS version is free to use, unlimited functions, unlimited number of people",,"[""DevOps Platforms""]",
Exela Logistics,"Exela’s logistics solution provides full visibility and end-to-end control over shipping, receiving, and fulfillment functions, using an integrated web platform and mobile application.","Exela Technologies is a global business process automation (BPA) company focused on digitally transforming essential operational areas for organizations across various industries. With a presence in numerous countries and a diverse client base, Exela provides a suite of services that span information management, workflow automation, and integrated communications. The company leverages its extensive industry knowledge and scalable technology platforms to deliver solutions that improve efficiency, enhance data accuracy, and reduce operational costs. Exela’s offerings include finance and accounting services, healthcare solutions, legal process outsourcing, and more, reflecting its commitment to optimizing business processes through innovation and automation.",https://www.exelatech.com/,Supply Chain Management Software,exela-logistics,"Exela’s logistics solution provides full visibility and end-to-end control over shipping, receiving, and fulfillment functions, using an integrated web platform and mobile application.","Irving, TX","[""Supply Chain Planning"",""Supply Chain Suites""]",
eyeCall,eyeCall - das Vertriebstool für mehr Umsatz am Telefon,"eyeCall is a German company specializing in emergency call and communication systems designed to enhance safety for patients in healthcare settings, particularly in hospitals and nursing homes. The company offers innovative solutions that facilitate quick and intuitive communication between patients and caregivers, ensuring rapid response times in emergencies. eyeCall's systems are designed to be user-friendly and integrate seamlessly with existing healthcare infrastructure.",https://www.eyecall.de/,Sales Acceleration Software,eyecall,eyeCall - das Vertriebstool für mehr Umsatz am Telefon,,"[""Outbound Call Tracking""]",
Facebook and Instagram Connector For Magento 2,"Facebook & Instagram connector for Magento 2 strengthens the overall online selling experience by increasing the product visibility with its innovative automated selling features. This extension is a one-stop online selling solution, developed by Cedcommerce, to create an incredible impact among online buyers, by placing products on global eCommerce platforms like Facebook and Instagram. Leverage hassle-free selling through its innovative market-leading features including automatic inventory synchronization, order management, bulk product upload, and much more. Key Features of Facebook and Instagram Extension For Magento: -Bulk Product Upload -Real-Time Inventory Synchronization -Order Management and Notifications -Enhancing Product Catalog -Product Repricing -Easy Account Set-Up","CedCommerce leads with the vision to serve online merchants with the best multichannel capabilities by helping them connect their online stores with international marketplaces through secure, optimized, and scalable integration tools and technologies.",https://cedcommerce.com/,E-Commerce Software,facebook-and-instagram-connector-for-magento-2,"Facebook & Instagram connector for Magento 2 strengthens the overall online selling experience by increasing the product visibility with its innovative automated selling features. This extension is a one-stop online selling solution, developed by Cedcommerce, to create an incredible impact among online buyers, by placing products on global eCommerce platforms like Facebook and Instagram. Leverage hassle-free selling through its innovative market-leading features including automatic inventory synchronization, order management, bulk product upload, and much more. Key Features of Facebook and Instagram Extension For Magento: -Bulk Product Upload -Real-Time Inventory Synchronization -Order Management and Notifications -Enhancing Product Catalog -Product Repricing -Easy Account Set-Up","Lucknow, Uttar Pradesh","[""E-Commerce Tools""]",
EvoNotify,EvoNotify is an application to work with maintenance notifications anywhere and on any device.,"Evorait is a technology company that specializes in providing innovative artificial intelligence and machine learning solutions. Their services range from AI-driven data analysis to intelligent automation tools, aimed at enhancing business efficiency and decision-making. Evorait focuses on leveraging cutting-edge AI technologies to help organizations optimize their operations and gain a competitive edge in the marketplace.",https://www.evorait.com/,SAP Store Software,evonotify,EvoNotify is an application to work with maintenance notifications anywhere and on any device.,"Walldorf, Baden-Württemberg","[""SAP Store""]",
EzyWine,EzyWine streamlines all winery procedures into one comprehensive package which can be easily utilised by every user.,"Ezy Systems is an Australian software company specializing in integrated solutions for the wine, spirits, and beverage industries. With over 25 years of experience, Ezy Systems offers EzyWine, a comprehensive winery management software that streamlines various aspects of winemaking and vineyard management from vine to sale. The software is designed to cater to the specific needs of small to large-scale operations, facilitating modules that cover inventory management, accounting, payroll, CRM, POS, compliance, and more. Their website, http://www.ezysys.com.au/, provides detailed information on their services, client testimonials, and additional resources to support both existing and potential customers in making informed decisions about their winery management needs.",https://www.ezysys.com.au/,"Wine, Beer and Spirits Software",ezywine,EzyWine streamlines all winery procedures into one comprehensive package which can be easily utilised by every user.,"Bendigo, Australia","[""Winery Management""]",
Filpac,"Filpac is an all-in-one campaign management software for candidates, PACs, party organizations, officeholders, committee treasurers and fundraisers.","Filpac is a company specializing in political software solutions designed to assist political campaigns, party organizations, and advocacy groups. Its software helps manage various aspects of campaign operations including voter file management, fundraising, volunteer coordination, and compliance reporting. Filpac aims to streamline campaign activities and improve efficiency through its user-friendly platform.",https://filpac.com/,Political Software,filpac,"Filpac is an all-in-one campaign management software for candidates, PACs, party organizations, officeholders, committee treasurers and fundraisers.",,"[""Political Campaign""]",
ExInsight,Real-time reporting software that lets you collect information remotely and analyse data intuitively so that you can make effective decisions faster.,"ExInsight is a business analytics and data visualization platform that aims to empower organizations with insights derived from their data. The platform offers tools for data integration, analysis, and visualization, helping businesses make informed decisions based on accurate interpretations of their data landscapes. ExInsight focuses on delivering user-friendly interfaces that cater to both technical and non-technical users, enhancing accessibility across different levels of expertise. Their services are tailored to support various industries, driving improved performance and strategic planning through data-driven insights. \n\n",https://www.exinsight.com/,Data Extraction Tools,exinsight,Real-time reporting software that lets you collect information remotely and analyse data intuitively so that you can make effective decisions faster.,,"[""Data Extraction""]",
Excel Database Tasks (EDT),"Excel Database Tasks (EDT) enables you to easily build powerful data edit/processing, data load/transfer and reporting solutions.","Lean Software Ltd, accessible via their website at https://www.leanindustries.com, is a company that specializes in providing enterprise software solutions for dispute management. Their flagship product, Lean Industries' AdjustmentHub, is designed to help financial institutions automate and manage dispute resolution, chargeback processing, and exception management. By leveraging their technology, they aim to improve operational efficiencies, reduce processing costs, and enhance compliance for their clients in the financial sector.",https://www.leanindustries.com/,Database Software,excel-database-tasks-edt,"Excel Database Tasks (EDT) enables you to easily build powerful data edit/processing, data load/transfer and reporting solutions.",,"[""Database Management Systems (DBMS)""]",
Edge,"Edge (formerly EyeRate), the leading employee-driven growth platform, unlocks employees as a thriving sales and marketing channel for multi-location service brands like European Wax Center, Massage Envy, Gold’s Gym, Driven Brands, and Xponential Fitness. The Edge (Employee-Driven Growth Engine) platform transforms frontline teams into a trusted network of brand promoters with employee rewards that are aligned to sales growth. Edge’s industry-leading technology integrates with major Point of Sale (POS) systems enabling corporate and franchise teams to automate their customer feedback and sales competitions for thousands of locations. Edge equips operational managers to improve employee recognition with rewards for driving positive online reviews. We are headquartered in Sacramento and backed by investors like Mucker Capital, Jason Calacanis’ Launch Accelerator, and Moneta Ventures to redefine how frontline employees earn and service brands win.","Edge (formerly EyeRate), the leading employee-driven growth platform, unlocks employees as a thriving sales and marketing channel for multi-location service brands like European Wax Center, Massage Envy, Gold’s Gym, Driven Brands, and Xponential Fitness. The Edge (Employee-Driven Growth Engine) platform transforms frontline teams into a trusted network of brand promoters with employee rewards that are aligned to sales growth. Edge’s industry-leading technology integrates with major Point of Sale (POS) systems enabling corporate and franchise teams to automate their customer feedback and sales competitions for thousands of locations. Edge equips operational managers to improve employee recognition with rewards for driving positive online reviews. We are headquartered in Sacramento and backed by investors like Mucker Capital, Jason Calacanis’ Launch Accelerator, and Moneta Ventures to redefine how frontline employees earn and service brands win.",https://www.startedge.com/,Online Reputation Management Software,eyerate-reviews-edge,"Edge (formerly EyeRate), the leading employee-driven growth platform, unlocks employees as a thriving sales and marketing channel for multi-location service brands like European Wax Center, Massage Envy, Gold’s Gym, Driven Brands, and Xponential Fitness. The Edge (Employee-Driven Growth Engine) platform transforms frontline teams into a trusted network of brand promoters with employee rewards that are aligned to sales growth. Edge’s industry-leading technology integrates with major Point of Sale (POS) systems enabling corporate and franchise teams to automate their customer feedback and sales competitions for thousands of locations. Edge equips operational managers to improve employee recognition with rewards for driving positive online reviews. We are headquartered in Sacramento and backed by investors like Mucker Capital, Jason Calacanis’ Launch Accelerator, and Moneta Ventures to redefine how frontline employees earn and service brands win.","Elk Grove, US","[""SMS Marketing"",""Customer Communications Management"",""Feedback Analytics"",""Online Reputation Management""]",
Express Waybill,Express Waybill is a web-based trucking dispatch software that helps you manage your daily operations with driver and fleet tools and an invoicing system that can be accessed from one website.,"Loginet Solutions is a technology company that specializes in providing comprehensive software and IT solutions. They offer a range of services including software development, IT consulting, and system integration. Their expertise spans various industries, allowing them to deliver customized solutions that meet the specific needs of their clients. With a focus on innovation and efficiency, Loginet Solutions aims to enhance business operations through cutting-edge technology and strategic implementation.",https://www.loginetsolutions.com/,Transportation Software,express-waybill,"Express Waybill software offers a complete solution for ocean and rail drayage services and container transport carriers. Cloud-based intermodal TMS equipped with real-time dispatch with GPS integration, container track & trace, invoicing based on your rates, driver & fleet management, customer portal, and free mobile driver apps. Additional services: software implementation, accounting, and B2B integration, dedicated customer service. Real-Time Trucking Dispatch - Easily dispatch orders by making appointments. View available drivers and fleet. Add movements to your orders as they happen. Orders Management - Your order history is kept by an order management system. Advanced order search engine with 12 search criteria. Invoicing System - Create invoices from your delivered waybills and keep track of your customer payments. Print and send PDF invoices. Address Book - Keep your customers' contact details and frequent routes on hand in a safe, organized fashion. Drivers & Fleet Management - Driver license expiration and truck & trailer inspection date notifications. Reports - Bookkeeping, profit/loss & operations reports. Multi-Office - Express Waybill works for multiple offices. Free and continuous updates, daily backup, and dedicated support.",,"[""Transportation Management Systems (TMS)""]",
FindRecruiter,"FindRecruiter is a B2B recruitment software that allows companies of different sizes to manage all of their recruitment activities in one place, with the strong advantage of managing ever-growing/changing recruitment suppliers/vendors.","Are you an employer looking to partner with recruiters? There are over a million recruiters worldwide and employers are finding it increasingly challenging to find suitable recruiters to work with. FindRecruiter is an online recruitment platform that breaks traditional recruitment barriers and enables employers to directly work with specialized recruiters across industries and markets. We have a network of recruiters in Southeast Asia, Greater China, Australia, and Europe. Over 80% of job postings reach the interview stage within just 3 days. Try us out for free at www.findrecruiter.com.",https://www.findrecruiter.com/,Recruiting Software,findrecruiter,"Are you an employer looking to partner with recruiters? There are over a million recruiters worldwide and employers are finding it increasingly challenging to find suitable recruiters to work with. FindRecruiter is an online recruitment platform that breaks traditional recruitment barriers and enables employers to directly work with specialized recruiters across industries and markets. We have a network of recruiters in Southeast Asia, Greater China, Australia, and Europe. Over 80% of job postings reach the interview stage within just 3 days. Try us out for free at www.findrecruiter.com.","Hong Kong, China","[""Recruitment Marketing""]",
