product_name,description,url,category,source
unistore,A tiny ~650b centralized container with component bindings for React and Preact.,https://www.npmjs.org/,JavaScript MVC Framework,ts
1backend,The self hostable cloud to run Lambda functions and services. Run and manage thousands of server apps with ease.,https://1backend.com/,"Queueing, Messaging And Background Processing",ts
dotmesh,"Dotmesh captures snapshots from stateful Docker and Kubernetes applications as ’datadots‘, and gives you the ability to label, store and share them as you would with version-controlled code. Dotmesh is an open–source primitive that can be accessed via CLI or API.",https://dotmesh.com/,Containers And Microservices,ts
fbs,"Open sources code that was originally written for the cross-platform file manager fman. By packaging field-tested solutions in one cohesive package, this project lets you create cross-platform desktop apps in minutes, not months.",https://github.com/mherrmann/fbs,Cross Platform App Dev Tools,ts
git-sizer,"Is your Git repository bursting at the seams?

git-sizer computes various size metrics for a Git repository, flagging those that might cause you problems or inconvenience.",https://github.com,Development Tools,ts
migra,"It's a command line tool, and Python library. Find differences in database schemas as easily as running a diff on two text files. Migra makes schema changes almost automatic. Management of database migration deployments becomes much easier, faster, and more reliable.",https://migra.djrobstep.com/,Database Tools,ts
kaniko,"A tool to build container images from a Dockerfile, inside a container or Kubernetes cluster.

kaniko doesn't depend on a Docker daemon and executes each command within a Dockerfile completely in userspace. This enables building container images in environments that can't easily or securely run a Docker daemon, such as a standard Kubernetes cluster.",https://google.com,Containers And Microservices,ts
indemandly,"Chat to your website visitors in real time, manage leads, and increase sales - all with indemandly.",https://indemandly.com/,Forms And Surveys,ts
ipstack,"Locate website visitors for free using ipstack - a free, real-time IP address to location JSON API and database service supporting IPv4 and IPv6 lookup.",https://ipstack.com,Location Data,ts
airfocus,"airfocus helps you manage and communicate your product strategy, prioritize your work, build roadmaps, and connect feedback to solve the right problems.",https://airfocus.com/,Document Management,ts
minikube,"It implements a local Kubernetes cluster on macOS, Linux, and Windows. Its goal is to be the tool for local Kubernetes application development and to support all Kubernetes features that fit.",https://github.com/kubernetes/minikube,Containers And Microservices,ts
graphqurl,"Made by the team at hasura.io, graphqurl is a curl like CLI for GraphQL.",https://hasura.io/,Database Tools,ts
pgwatch2,It is a flexible self-contained PostgreSQL metrics monitoring/dashboarding solution.,https://github.com/cybertec-postgresql/pgwatch2,Database Tools,ts
numericaal,numericaal automates model optimization and management so you can focus on data and training.,https://www.numericcal.com/,Data Science And Machine Learning,ts
git-bug,"git-bug is a distributed bug tracker embedded in git. It uses git's internal storage so no files are added in your project. As you would do with commits and branches, you can push your bugs to the same git remote you are already using to collaborate with other people.",https://github.com/MichaelMure/git-bug,Development Tools,ts
textlint,"It is an open source text linting utility written in JavaScript. It is hard to lint natural language texts, but we try to resolve this issue by pluggable approach.",https://textlint.github.io/,Code Quality,ts
11ty,"A simpler static site generator. An alternative to Jekyll. Written in JavaScript. Transforms a directory of templates (of varying types) into HTML.

Works with HTML, Markdown, Liquid, Nunjucks, Handlebars, Mustache, EJS, Haml, Pug, and JavaScript Template Literals.",https://11ty.io,Static Site Publisher,ts
34sp,It provides website hosting and domain name registration services.,https://www.34sp.com/,Domain Name Services,ts
jsreport,"It is a reporting server which lets developers define reports using javascript templating engines (like jsrender or handlebars). It supports various report output formats like html, pdf, excel and others. It also includes advanced reporting features like user management, REST API, scheduling, designer or sending emails.",https://jsreport.net,Libraries And Widgets,ts
orchestrator,"orchestrator actively crawls through your topologies and maps them. It reads basic MySQL info such as replication status and configuration. It provides with slick visualization of your topologies, including replication problems, even in the face of failures.",https://github.com,Database Tools,ts
restic,"It is a backup program that is fast, efficient and secure. It uses cryptography to guarantee the confidentiality and integrity of your data.",https://restic.net/,Enterprise Data Storage,ts
mruby,It is the lightweight implementation of the Ruby language complying with part of the ISO standard. It can be linked and embedded within your application.,http://mruby.org,Languages,ts
containerd,"An industry-standard container runtime with an emphasis on simplicity, robustness, and portability",https://containerd.io,Package Manager,ts
8base,"A cloud service designed to power enterprise-grade web and mobile applications that require support for large numbers of users, complex data and transactional requirements, comprehensive role-based security and a modern look-and-feel.",http://www.8base.com,Backend-as-a-Service,ts
k8s-sidecar-injector,"It is a small service that runs in each Kubernetes cluster, and listens to the Kubernetes API via webhooks. For each pod creation, the injector gets a (mutating admission) webhook, asking whether or not to allow the pod launch, and if allowed, what changes we would like to make to it.",https://www.tumblr.com,Containers And Microservices,ts
k3s,"Certified Kubernetes distribution designed for production workloads in unattended, resource-constrained, remote locations or inside IoT appliances. Supports something as small as a Raspberry Pi or as large as an AWS a1.4xlarge 32GiB server.",http://rancher.com/rancher-io/,Containers And Microservices,ts
kubeadm-aws,"Bash and Terraform code which provisions affordable single master Kubernetes cluster on AWS. You can run a 1 master, 1 worker cluster for somewhere around $6 a month.",https://github.com/cablespaghetti/kubeadm-aws,Containers And Microservices,ts
picocli,"Library and framework for easily building professional command line applications on the JVM (Java, Groovy, Kotlin, Scala, etc). Usage help with ANSI colors. Autocomplete. Nested subcommands. Annotations and programmatic API. Easy to include as source to avoid adding dependencies. More than just a command line parser.",https://github.com/remkop/picocli,Energy And Utilities Vertical Software,ts
pnpm,"It uses hard links and symlinks to save one version of a module only ever once on a disk. When using npm or Yarn for example, if you have 100 projects using the same version of lodash, you will have 100 copies of lodash on disk. With pnpm, lodash will be saved in a single place on the disk and a hard link will put it into the node_modules where it should be installed.",https://pnpm.js.org/,Package Manager,ts
nextdns,Cloud-based private DNS service that gives you full control over what is allowed and what is blocked on the Internet. Think of it as a combination of Cloudflare DNS and Pi-hole®.,https://www.nextdns.io/,DNS Services,ts
packtracker,Check your webpack bundle size on every pull request. Track your webpack bundle size and composition over time and use that data to optimize your individual assets.  Catch webpack bundle bloat before your users do.,https://packtracker.io,Application Performance Monitoring,ts
dicom,"It is a golang DICOM image parsing library and command line tool. Its features  include parsing and extracting multi-frame DICOM imagery (both encapsulated and native pixel data), exposing a Parser golang interface to make mock-based testing easier for clients etc.",https://github.com/suyashkumar/dicom,Image Processing API,ts
lazydocker,"It is a terminal UI for both docker and docker-compose, written in Go with the gocui library. It has all the information you need in one terminal window with every common command living one keypress away.",https://github.com/jesseduffield/lazydocker,Containers And Microservices,ts
listmonk,"It is a standalone, self-hosted, newsletter and mailing list manager. It is fast, feature-rich, and packed into a single binary. It uses a PostgreSQL database as its data store.",https://listmonk.app/,Languages,ts
dockerized,It is a tool for seamlessly executing commands in a container. It takes care of the details so you can run a command in a container as if it was running on your machine - just prepend any command with dockerized exec to have it run in the container.,https://github.com/benzaita/dockerized-cli,Containers And Microservices,ts
imagecli,"It is a command line image processing tool, built on top of image and imageproc.",https://github.com/theotherphil/imagecli,Image Processing API,ts
recheck-web,"It is a Golden Master-based test framework on top of Selenium that allows for easy creation and maintenance of more complete and nearly unbreakable tests. If you want to give it a quick try, checkout the Chrome extension that is based on recheck-web.",https://github.com/retest/recheck-web,Testing And QA,ts
n8n,It is a free node based Workflow Automation Tool. Easily automate tasks accross different services. Synchronise data between different apps/databases.,https://n8n.io,Test Automation,ts
xmake,"It is a cross-platform build utility based on lua. It focuses on making development and building easier and provides many features (e.g package, install, plugin, macro, action, option, task ...), so that any developer can quickly pick it up and enjoy a productivity boost when developing and building projects.",https://xmake.io/#/,Development Tools,ts
zeroheight,"Document your design system, together. Create beautiful living styleguides and document all your design system resources in one place.",https://zeroheight.com/,Document Collaboration,ts
ktfmt,It is a program that reformats Kotlin source code to comply with the common community standard for Kotlin code conventions.,https://github.com/facebookincubator/ktfmt,Code Quality,ts
ng-state,"RxJS and ImmutableJs powered nested state management for Angular 2+ applications inspired by @ngrx/store. It is simple, fast, reliable with no boilerplate.",https://github.com/ng-state/store,Containers And Microservices,ts
react-state-rxjs,"It is RxJS and ImmutableJs powered nested state management for React applications inspired by @ngrx/store. It is simple, fast, reliable and no boilerplate.",https://github.com/react-state/store,Containers And Microservices,ts
mockk,"It is an open-source library focused on making mocking in Kotlin great. It is a library with the possibility of mocking default arguments, final classes, varargs, coroutines and extension methods.",https://mockk.io,Testing And QA,ts
erxes,"It helps you attract and engage more customers while giving you high lead conversion. With erxes, all your marketing, sales and customer service tools are merged into one platform for greater output. Replace Hubspot with the mission and community-driven ecosystem. erxes replaces 3-5 apps that all charge tier features, contact size, and limited use.",https://erxes.io/,Marketing Automation Platforms,ts
kubernetes-common-services,It make it easier to run common services in kubernetes by taking care of it for you so that you can get to working on your application faster instead of dealing with infrastructure components.,https://github.com/ManagedKube/kubernetes-common-services,Containers And Microservices,ts
oneinfra,"It is a Kubernetes as a Service platform. It empowers you to provide or consume Kubernetes clusters at scale, on any platform or service provider. You decide.",https://oneinfra.net/,Containers And Microservices,ts
vue-next,It is the next major version of Vue. It is a library for building interactive web interfaces. It provides data-reactive components with a simple and flexible API.,https://github.com/vuejs/vue-next,JavaScript MVC Framework,ts
faasd,"It is the same OpenFaaS experience and ecosystem, but without Kubernetes. Functions and microservices can be deployed anywhere with reduced overheads whilst retaining the portability of containers and cloud-native tooling such as containerd and CNI.",https://www.openfaas.com/blog/introducing-faasd/,"Queueing, Messaging And Background Processing",ts
cheerio,"Fast, flexible, and lean implementation of core jQuery designed specifically for the server.",https://cheerio.js.org/,CSS Preprocessor,ts
kube-hunter,It hunts for security weaknesses in Kubernetes clusters. The tool was developed to increase awareness and visibility for security issues in Kubernetes environments.,https://kube-hunter.aquasec.com/,Containers And Microservices,ts
normalize-email,"Normalize emails for uniqueness validation. This will convert the email to lowercase, remove dots (.), and plus signs followed by arbitrary strings (+foobar).",https://github.com/johno/normalize-email,Email Verification,ts
LinuxConsole,"A system console is the device which receives all kernel messages and warnings and which allows logins in single user mode.The Linux console provides a way for the kernel and other processes to send text output to the user, and to receive text input from the user",https://www.linuxconsole.org/,Server And Desktop OS,ts
GraalVM,"An ecosystem and shared runtime offering performance advantages not only to JVM-based languages such as Java, Scala, Groovy, and Kotlin, but also to programming languages as JavaScript, Ruby, Python, and R. Additionally, it enables the execution of native code on the JVM via LLVM front-end.",http://www.oracle.com/us/products/database/overview/index.html,Other Dev Tools,ts
Message DB,"It is a fully-featured event store and message store implemented in PostgreSQL for pub/sub, event sourcing, and evented microservices applications.",https://github.com/message-db/message-db,Backend-as-a-Service,ts
Typehut,"It is a super simple publishing platform for any kind of content: blogs, newsletters, changelogs, events, etc.

Using this tool, you can create a site and start posting content in just a few seconds. Use labels to tag your content and keep it organized. Email subscriptions are built-in, so your audience can subscribe to your updates.",https://typehut.com,Blogging Platform,ts
dbForge Compare Bundle for SQL Server,"Grab the full power to handle changes in your databases with this tool. It will save you hours of work comparing and deploying SQL Server databases. This SQL bundle contains two separate tools, dbForge Schema Compare for SQL Server and dbForge Data Compare for SQL Server, and offers a significant discount if compared with purchasing each SQL compare tool separately.",https://www.devart.com/dbforge/sql/compare-bundle/,Database Tools,ts
CiviCRM,"It is web-based software used by a diverse range of organisations, particularly not-for-profit organizations (nonprofits and civic sector organizations). It offers a complete feature set out of the box and can integrate with your website.",https://civicrm.org,CRM Platforms,ts
LucidLink Filespaces,"A distributed file system for object storage. Providing an easy way to run large file workloads on object storage in place of NAS solutions. Offers high performance streaming file access with object storage economics, and advanced features, 

Initially built to make it easier to stream large repositories on-demand without necessitating full downloads, it makes sense for a wide variety of use cases.",https://www.lucidlink.com/,Enterprise Data Storage,ts
Voiceflow,"Collaboratively design, prototype and build Alexa Skills and Google Actions - without coding. It is the creative suite for voice user interfaces",https://www.voiceflow.com/,Team Collaboration,ts
Micronetes,Developers mostly care about the projects and code they write. It's very hard today to run multiple applications (replicas or different applications) locally and set them up so that they can talk. Micronetes makes developing and testing microservices and distributed applications easier.,https://github.com/davidfowl/Micronetes,Containers And Microservices,ts
Basilica,"An API that embeds high-dimensional data like images and text. You send an image, and you back a vector of floats. ",https://www.basilica.ai/,Image Processing API,ts
Hipache,"Hipache is a distributed proxy designed to route high volumes of http and websocket traffic to unusually large numbers of virtual hosts, in a highly dynamic topology where backends are added and removed several times per second. It is particularly well-suited for PaaS (platform-as-a-service) and other environments that are both business-critical and multi-tenant.",https://github.com/dotcloud/hipache,Load Balancers,ts
Amundsen,"It is a metadata driven application for improving the productivity of data analysts, data scientists and engineers when interacting with data.",https://www.amundsen.io/,Big Data,ts
Gearman,"Gearman allows you to do work in parallel, to load balance processing, and to call functions between languages. It can be used in a variety of applications, from high-availability web sites to the transport of database replication events.",http://gearman.org/,"Queueing, Messaging And Background Processing",ts
InPhase,"It is the all-in-one, self-service enterprise performance management platform. Taking care of your performance management, business intelligence, analytics and dashboarding needs. Better, faster decision making from board to individual.",https://www.inphase.com,Business Intelligence (BI),ts
Umbra,"It is a fully ACID-compliant database built for in-memory analytics speed. For out-of-core processing it falls back gracefully to flash-based storage. Featuring fast code generation, low-latency query execution, and drop-in PostgreSQL compatibility.",https://umbra-db.com/,Relational Databases,ts
Picc.io,"Image hosting, upload and share images in forums. ",https://picc.io/,Image Processing API,ts
Front Jobs,"It helps connect the millions of unemployed workers to companies that are hiring, right now. The process takes place via SMS for Slack & eliminates the current job applications barriers on LinkedIn, email and automated systems. Just text and work today.",https://wrk.today/,HRMS,ts
Artify,"A super intuitive web-based design editor packed with a huge library of design assets you'll love.

Access a massive library of exclusive design elements & stock media right in the editor: icons, fonts, abstract shapes, vectors, 3D elements, editorial compositions & more.",https://www.artify.co/,Graphic Design Software,ts
Spatium Wallet,"It is based on SMPC technology and anonymous biometrics. It allows you to manage digital assets without a Private Key. It is replaced with an encrypted set of secrets, distributed between your device and professional security provider. This means that:

- nobody except you has access to the funds;

- your funds will still be safe even if your device is hacked;

- even if you lose all credentials you can recover your wallet using your face.

This makes Spatium the safest and easiest crypto wallet no matter if you haven`t heard anything about Bitcoin before, or if you are an experienced crypto geek.",https://spatium.net/#s-wallet,Bitcoin,ts
Structurizr,It is a collection of tooling to create software architecture diagrams and documentation based upon the C4 model.,https://structurizr.com/,Employee Directory,ts
Protoactor,"It is a Next generation Actor Model framework. It introduces ""Actor Standard Protocol"", a predefined contract of base primitives which can be consumed by different language implementations. This is a game changer in the field of actor systems, you are now free to pick and choose languages for your different actor based microservices in a way never seen before.",http://proto.actor/,Programming Framework,ts
Adobe Fireworks,"It provides web designers with a lightweight, effective means of creating graphics for their web pages without getting deep into code or lost amid multiple colour palettes.  ",https://www.adobe.com/uk/products/fireworks.html,Graphic Design Software,ts
Morphio,Protect your digital marketing ROI with instant alerts and increase digital marketing performance while you focus on operating your business.,http://morphio.ai,Marketing Automation Platforms,ts
Jitsi Meet,"More secure, more flexible, and completely free video conferencing. Go ahead, video chat with the whole team. It is a fully encrypted, 100% open source video conferencing solution that you can use all day, every day, for free — with no account needed.",https://meet.jit.si,Audio Conferencing,ts
Screen.rip,"You can use Screen.rip to build auto-updating screenshots for landing pages and support articles, side-by-side comparisons for A/B tests, detect visual regressions, and reproduce customers' screen for support requests.",https://screen.rip/,Screen Sharing,ts
Tailscale,"It connect all your devices using WireGuard, without the hassle. Create a secure network between your servers, computers, and cloud instances. Even when separated by firewalls or subnets, Tailscale just works.
It makes it as easy as installing an app and signing in.",https://tailscale.com,Private PaaS And IaaS,ts
PrivyID,"Use the identity of our digital signature for various business needs, from data verification to sending digital documents that are 100% legal and legal in the eyes of the law.",https://privy.id/,Email Signature,ts
SkyVPN,It is an ultrafast VPN proxy server that gives you a free access to unblock websites and bypass Wi-Fi with just one tap.,https://www.skyvpn.net/,Perimeter Security And Firewalls,ts
MirageJS,"It is an API mocking library that lets you build, test and share a complete working JavaScript application without having to rely on any backend services.",https://miragejs.com/,Debugging Tools,ts
VividCortex,"VividCortex is a SaaS product for database performance monitoring. It accelerates IT delivery and improves database performance, reducing cost and increasing uptime. 

(https://www.vividcortex.com/resources/vividcortex-product-demo-video)",http://vividcortex.com,Database,ts
Codeplane,"2GB for Git repositories. Unlimited users. One plan, one price.",https://codeplane.com/,Configuration Management,ts
Workable,"It is the world’s leading hiring platform. We help companies find, evaluate and hire better candidates, faster.",https://www.workable.com/,HRMS,ts
TaxJar,SmartCalcs by TaxJar enables applications and marketplaces to provide accurate sales tax calculations at checkout.,http://www.taxjar.com,Accounting,ts
Flurl,"It is a modern, fluent, asynchronous, testable, portable, buzzword-laden URL builder and HTTP client library for .NET.",https://flurl.dev/,"Queueing, Messaging And Background Processing",ts
Famo.us,Famo.us is a free and open source JavaScript platform for building mobile apps and desktop experiences. What makes Famo.us unique is its JavaScript rendering engine and 3D physics engine that gives developers the power and tools to build native quality apps and animations using pure JavaScript.,http://famo.us/,JavaScript MVC Framework,ts
Telegram API,This API allows you to build your own customized Telegram clients. It is 100% open for all developers who wish to create Telegram applications on our platform.,http://telegram.org,Live Chat,ts
Axosoft,"It is Scrum software for development teams. Get started doing Scrum, kanban or a hybrid with agile project management software.",http://www.axosoft.com,Agile Project Management,ts
Codeanywhere,"A development platform that enables you to not only edit your files from underlying services like FTP, GitHub, Dropbox and the like, but on top of that gives you the ability to collaborate, embed and share through Codeanywhere on any device.",https://codeanywhere.com/,Cloud IDE,ts
Echo,"It is a high performance, extensible, minimalist web framework for Go (Golang). ",https://labstack.com,JavaScript MVC Framework,ts
DraftJS,"It is a framework for building rich text editors in React, powered by an immutable model and abstracting over cross-browser differences.

It makes it easy to build any type of rich text input, whether you're just looking to support a few inline text styles or building a complex text editor for composing long-form articles.",https://draftjs.org,Application Frameworks,ts
WakeupsalesCRM,"Wakeupsales is a user friendly cloud CRM suited for teams of all sizes. It is popularly used by sales teams across IT, real estate, digital agencies, online travel agencies, consulting and professional services firms.",https://www.wakeupsales.com/,CRM Platforms,ts
Google Optimize,"It is an online split-testing tool from Google that plugs into your website and enables you to experiment with different ways of delivering your content. It facilitates three types of testing – A/B testing, multivariate testing, and redirect tests.

",https://optimize.google.com/,A/B Testing,ts
DartPad,"It is a free, open-source online editor to help developers learn about Dart and Flutter. It compiles, analyzes, and displays the results of its users' Dart code, and can be embedded in other websites as an iframe.",https://dartpad.dev,Cloud IDE,ts
FnordMetric,FnordMetric allows you to write SQL queries that return SVG charts rather than tables. Turning a query result into a chart is literally one line of code. FnordMetric allows you collect and visualize timeseries data using only SQL. It enables you to build beautiful real-time analytics dashboards within minutes.,http://fnordmetric.io/,Business Intelligence (BI),ts
GoTTY,GoTTY is a simple command line tool that turns your CLI tools into web applications.,https://github.com/yudai/gotty,Cross Platform App Dev Tools,ts
Hall Monitor,"Easily monitor the apps and services you use every day. Get everything at a glance in automated daily, weekly, or monthly reports.",https://hallmonitor.co/,Network Monitoring,ts
JavaCC,"It is the most popular parser generator for use with Java applications. In addition to the parser generator itself, it provides other standard capabilities related to parser generation such as tree building (via a tool called JJTree included with JavaCC), actions and debugging.",https://javacc.github.io/javacc/,Other Dev Tools,ts
CaptainAMZ,Automatically request reviews & feedbacks and track all product reviews in 1 place.,https://captainamz.com,Knowledge Management,ts
DotCi,"DotCi is a Jenkins plugin created by Groupon that makes job management easy with built-in GitHub integration, push-button job creation, and YAML powered build configuration and customization. It comes prepackaged with Docker support as well, which means bootstrapping a new build environment from scratch can take as little as 15 minutes. DotCi has been a critical tool for Groupon internally for managing build and release pipelines for the wide variety of technologies in their SOA landscape.",https://github.com/groupon/DotCi,Continuous Integration And Delivery,ts
AwesomeTechStack.com,"It provides insights into the security, modernity, and performance of any website's technology stack and guidance to improve web vitals and tech stack.",https://awesometechstack.com,Network Monitoring,ts
Github1s,It allows you to open GitHub repositories in VSCode. Just add 1s after github and press Enter in the browser address bar for any repository you want to read.,https://github.com/conwnet/github1s,Landing Pages,ts
ROAPI,It automatically spins up read-only APIs for static datasets without requiring you to write a single line of code. It builds on top of Apache Arrow and Datafusion.,https://github.com/roapi/roapi,Debugging Tools,ts
AutomQA,"It delivers great performance and minimizes manual testing.
Automation Testing Tool’s pre-built scripts reduce time and maintain data integrity by removing manual coding errors.",https://pritna.com/products/automation-testing-tool/,Testing And QA,ts
Cocoa (OS X),"Much of Cocoa is implemented in Objective-C, an object-oriented language that is compiled to run at incredible speed, yet employs a truly dynamic runtime making it uniquely flexible. Because Objective-C is a superset of C, it is easy to mix C and even C++ into your Cocoa applications.",https://developer.apple.com/technologies/mac/cocoa.html,Application Frameworks,ts
AnyRoom,"Create unique conference rooms on demand, without having to reuse the same IDs. Self-hosted free option works for most, but commercial licensing is available for more features and support.",https://anyroom.io/,Business Phone Systems,ts
Baget,"It is a lightweight NuGet and symbol server. It is open source, cross-platform, and cloud ready.",https://loic-sharma.github.io/BaGet/,Package Manager,ts
Kadira,See what’s going on with your app with different performance metrics and traces. Kadira tracks all your client and server errors automatically. You can profile your app in production or locally with Kadira and analyze it using an easy-to-use CPU analyzer.,https://kadira.io/,Application Performance Monitoring,ts
DigitMarket™,"One platform that lets you optimize, monetize and accelerate your digital transformation initiative. It allows businesses to become platform enablers, grow profitable partnerships and build new channels to market.",https://www.thbs.com/products/digitmarket,API Management,ts
Managed Elasticsearch,"It is a fully managed Elasticsearch solution built on your environment, whether it is in the cloud or on-prem, providing enhanced security, reduced latency, and reduced costs compared to externally hosted Elasticsearch.  We provide reliable, secure data ingestion and search, analysis, and visualization in real-time, while you retain full authority over your data.",http://dattell.com,Search,ts
Kohana,"Kohana is an elegant, open source, and object oriented HMVC framework built using PHP5, by a team of volunteers. It aims to be swift, secure, and small.",http://kohanaframework.org/,Application Frameworks,ts
ApsaraDB,"It is an on-demand database hosting service for MySQL, SQL Server and PostgreSQL with automated monitoring, backup and disaster recovery capabilities.",https://www.alibabacloud.com/product/apsaradb-for-rds-mysql,Relational Databases,ts
Metabase Cloud,"It is the easy, open source way for anyone in your company to ask questions or learn from data. Now you can easily set up Metabase for your company without being an engineer with Metabase Cloud.",https://www.metabase.com/start/hosted/,Business Intelligence (BI),ts
Percolate,"It is all-in-one marketing software used by top marketing service providers worldwide that allows management of marketing across all channels, and a one-stop solution to plan, create and execute it. ",https://percolate.com,Project Collaboration,ts
K2,"Drive process excellence across your organization by connecting people, systems, and data to orchestrate how and when work gets done.",https://www.nintex.com/process-automation/k2-software/,Document Management,ts
Tensorflow Lite,"It is a set of tools to help developers run TensorFlow models on mobile, embedded, and IoT devices. It enables on-device machine learning inference with low latency and a small binary size.",https://www.tensorflow.org/lite,Data Science And Machine Learning,ts
Hyperledger Iroha,"It is a simple blockchain platform you can use to make trusted, secure, and fast applications by bringing the power of permission-based blockchain with Crash fault-tolerant consensus. It’s free, open-source, and works on Linux and Mac OS, with a variety of mobile and desktop libraries.",https://www.hyperledger.org/use/iroha,Bitcoin,ts
Lightning Web Components,"This UI framework uses core Web Components standards and provides only what’s necessary to perform well in browsers. Because it’s built on code that runs natively in browsers, the framework is lightweight and delivers exceptional performance. Most of the code you write is standard JavaScript and HTML.",https://lwc.dev/,Frontend Framework,ts
Firehose.io,Firehose is both a Rack application and JavaScript library that makes building real-time web applications possible.,http://firehose.io/,Backend-as-a-Service,ts
TapTalk.io,TapTalk.io is a complete in-app chat SDK and messaging API. It designed to be easy to implement and give your user the best in-app chat experience. We provide you customizable UI based implementation and code based implementation.,https://taptalk.io,Live Chat,ts
Komodor,"By providing a centralized view of all code, config & 3rd-party app changes across the entire k8s stack, Komodor offers contextual insights that help developers easily detect root causes, rapidly solve issues and innovate with confidence.",https://komodor.com/,Containers And Microservices,ts
dJAX DMP Manager,"It makes it easy to manage all customer data and build custom segments dedicated to your upcoming campaigns. Segregate your customers based on specific products, markets or attributes and deliver tailored adverts.",https://www.dmpmanager.com,Analytics,ts
Transcend,It is the data privacy infrastructure that makes it simple to give your users control over their personal data. It makes it simple for any company to meet today's higher privacy standards.,https://transcend.io,Customer Data Integration,ts
Sktch.io,"It is a no-code platform allowing you to build dynamic and interactive websites or web apps.
You can build beautiful responsive websites and web apps, and you can also integrate dynamic databases and build complex workflows with our visual programming tool, all without writing a single line of code.",https://sktch.io/,Team Collaboration,ts
Ryzely,"A social media platform that lets you post, connect and manage your digital presence like a Pro. Come, build your tribe. Engage with your audience and strike a dialogue.
",https://ryzely.com/,Social Media,ts
HPE Nimble Storage,"It is an intelligent, self-managing storage that frees you to innovate for your business.",https://www.hpe.com/us/en/storage/nimble.html,Enterprise Data Storage,ts
AWS Fargate,"AWS Fargate is a technology for Amazon ECS and EKS* that allows you to run containers without having to manage servers or clusters. With AWS Fargate, you no longer have to provision, configure, and scale clusters of virtual machines to run containers.",https://aws.amazon.com/,Containers And Microservices,ts
Java Persistence API,"It is a Java application programming interface specification that describes the management of relational data in applications using Java Platform, Standard Edition and Java Platform, Enterprise Edition.It provides a POJO persistence model for object-relational mapping. ",http://www.oracle.com/technetwork/java/javaee/tech/persistence-jsp-140049.html,Mapping And GIS,ts
AppFollow.io,"App management platform for timely decisions and actions.
Automate your ASO, ratings, reviews and product insights aggregation and analysis.",https://appfollow.io/,Mobile App Marketing,ts
Agile CRM,"It is an easy, powerful and affordable Customer Relationship Management (CRM) software. It has sales tracking, contact management, marketing automation, web analytics, two-way emails, telephony, and helpdesk with a simple, clean and modern interface.",https://www.agilecrm.com,CRM Platforms,ts
Conductor,Conductor is an orchestration engine that runs in the cloud.,http://netflix.github.io/,Content Marketing Tools,ts
Moleculer,"It is a fault tolerant framework. It has built-in load balancer, circuit breaker, retries, timeout and bulkhead features. It is open source and free of charge project.",https://react-pivottable.js.org/,Content Marketing Tools,ts
SVG.js,The lightweight library for manipulating and animating SVG. It has no dependencies and aims to be as small as possible.,https://svgjs.com/,Libraries And Widgets,ts
InfusionSoft,"It is a cloud-based sales and marketing solution that offers customer relationship management (CRM), marketing automation and e-commerce functionalities in a suite. It helps small businesses across various industries deliver sales volumes and customer service experiences.",https://www.infusionsoft.com,Marketing Automation Platforms,ts
Cisco Unity Connection,"It is a feature-rich voice messaging platform that runs on the same Linux-based Cisco Unified Communications Operating System used by Cisco Unified Communications Manager. Unity Connection scales to support enterprise organizations with up to 100,000 users.",https://www.cisco.com/c/en/us/products/unified-communications/unity-connection/index.html,Business Text Messaging,ts
Super Simple Search,"It is the easiest way to add search to any website. While there certainly are other good providers for on-site search, but it is super simple.",https://getsupersimplesearch.com,Keyword Research Tools,ts
SpicyPass,It is a light-weight password manager that utilizes state of the art cryptography and minimalist design principles for secure and simple password storage.,https://github.com/JFreegman/SpicyPass,Password Management,ts
Teletraan,"Teletraan is designed to do one thing and one thing only - deploy. It supports critical features such as 0 downtime deploy, rollback, staging, continuous deploy; and many convenient features such as showing commit details, comparing different deploys, notifying deploy state changes through email or chat, displaying metrics and more. Teletraan currently does not support container based deploy yet, it is on our roadmap to support next.",https://github.com/pinterest/teletraan,Deployment,ts
Mercury,"A modular JSON-RPC library that allows pluggable transport layers, JSON libraries, and effect/async monads.
It is used to communicate with embedded devices where the device is acting in the server role.",https://lightform-oss.github.io/mercury/,Cloud Integration,ts
Kowl,It is a web application that helps you to explore messages in your Apache Kafka cluster and get better insights on what is actually happening in your Kafka cluster in the most comfortable way.,https://cloudhut.dev/,Debugging Tools,ts
IGMétricaPRO5,"It intends to go beyond making specific calculations of VAR and SARL, since it takes advantage of the path we have traveled in matters of extraction and consolidation of information from financial businesses, allowing the user to obtain more information from the company's ""core"" systems , and likewise exploit it in the best way.",https://www.informaciongerencial.com/ig-metrica/,Expense Management And Reporting,ts
Authelia,"It is an open-source authentication and authorization server providing 2-factor authentication and single sign-on (SSO) for your applications via a web portal. It acts as a companion of reverse proxies like nginx, Traefik or HAProxy to let them know whether queries should pass through. Unauthenticated users are redirected to Authelia Sign-in portal instead.",https://www.authelia.com/,Identity And Access Management,ts
ScrapingBot,"It is an efficient tool to scrape data from a URL. It works particularly well on e-commerce product pages, real estate listings or even google ranking. Use the Live test on the Dashboard to test without coding.",https://www.scraping-bot.io/,Ecommerce Analytics,ts
